Title,Emne[Nr],Emne[Titel],Emne[Oprettet],Emne[Rettet],Emne[Bevaring],Emne[Sletning],Emne[Filtre],Emne[Retskilder],Emne[Vejledning],Free Text
Emne_18.15.15,18.15.15,"Private lokaler mv.",1992-01-01,2007-08-01,K,P1800D,"","Folkeoplysningsloven_A20110085429_Kap7,Folkeoplysningsloven_A20110085429_P2,Folkeoplysningsbekendtgørelsen_B20110125105_Kap6","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Emnet d&#230;kker sager, hvor kommunalbestyrelsen yder tilskud til delvis d&#230;kning af driftsudgifterne til den folkeoplysende voksenundervisning og det frivillige folkeoplysende foreningsarbejde i private lokaler mv.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_18.15.30,18.15.30,"Folkeoplysningsudvalget opbygning af",2009-11-01,,K,P1800D,"","Folkeoplysningsloven_A20110085429_P34,Folkeoplysningsloven_A20110085429_P35","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet er til de sager, hvor kommunalbestyrelsen neds&#230;tter et folkeoplysningsudvalg. Fx sager om:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>opbygning og sammens&#230;tning af folkeoplysningsudvalget - tilf&#248;jes facet A30</li>
							</ul>
						</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">De konkrete aktiviteter journaliseres p&#229; relevant emne</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_18.16.00,18.16.00,"Fritidsaktiviteter uden for folkeoplysningsloven i almindelighed",1992-01-01,,K,P1800D,"FolkeskolenDelplan","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Emnet er til sager om kommunens fritidsaktiviteter generelt.</li>
								<li>Drejer det sig derimod om skolens arrangementer, herunder ogs&#229; sommerferiearrangementer for folkeskoleelever, anvendes emnenr. 17.13.02.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_18.17.00,18.17.00,"Produktionsskoler (selvejende) i almindelighed",1991-01-01,,K,P1800D,"","LBK om produktionsskoler_A20120045629_P4,LBK om produktionsskoler_A20120045629_P6,LBK om produktionsskoler_A20120045629_P9,LBK om produktionsskoler_A20120045629_P13-13a","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet d&#230;kker sager i forbindelse med (selvejende) produktionsskoler. Fx sager om:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>kommunalbestyrelsens godkendelse af skolens vedt&#230;gter - tilf&#248;jes facet P24</li>
								<li>kommunalbestyrelsens udpegning af repr&#230;sentanter til skolens bestyrelse s&#229;fremt kommunen yder grundtilskud til skolerne - tilf&#248;jes facet A30</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_18.18.00,18.18.00,"Daghøjskoler (selvejende) i almindelighed",1992-01-01,,K,P1800D,"","","",[[Category:NaN_KLE_Data]]
Emne_18.20.00,18.20.00,"Idræt i almindelighed",2006-08-01,2007-11-01,K,P1800D,"FolkeskolenDelplan","","",[[Category:NaN_KLE_Data]]
Emne_18.20.02,18.20.02,"Eliteidræt",2007-08-01,,K,P1800D,"","LBK om eliteidræt_A20130115529_P7","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet d&#230;kker sager om eliteidr&#230;t, fx sager om:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>&#248;konomisk st&#248;tte</li>
								<li>kommunens eliteidr&#230;tspolitik</li>
								<li>rammer for tilskud til eliteidr&#230;t - tilf&#248;jes facet S49</li>
								<li>konkrete tilskud - tilf&#248;jes facet &#216;40.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_18.20.04,18.20.04,"Idrætsarrangementer",2007-08-01,,K,P1800D,"","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Emnet d&#230;kker sager om idr&#230;tsarrangementer b&#229;de fra indland og udland.</li>
								<li>Fx hvor kommunen ans&#248;ges om tilskud til idr&#230;tsarrangementet eller igangs&#230;tter et kommuneprojekt i tilknytning til arrangementet.</li>
								<li>Eksempler er st&#230;vner, mesterskaber, eventidr&#230;t og atletikst&#230;vner.</li>
								<li>Tilskud, der gives efter Eliteidr&#230;tsloven, journaliseres under emnenr. 18.20.02.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_19.00.00,19.00.00,"Kulturhistoriske institutioner i almindelighed",1988-01-01,,B,P1800D,"FolkeskolenDelplan","","",[[Category:NaN_KLE_Data]]
Emne_19.00.01,19.00.01,"Museums-/arkivsamarbejde",1988-01-01,,B,P1800D,"","","",[[Category:NaN_KLE_Data]]
Emne_19.01.00,19.01.00,"Særlige udstillinger og arrangementer uden for museums-/arkivsammenhæng i almindelighed",1988-01-01,,K,P1800D,"","","",[[Category:NaN_KLE_Data]]
Emne_19.02.00,19.02.00,"Arkiver i almindelighed",1988-01-01,,B,P1800D,"","Arkivloven_A20070103529_P7","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet d&#230;kker bl.a. sager om:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Oprettelse af &#167; 7 arkiv</li>
								<li>Vedt&#230;gter for &#167; 7 arkiv - tilf&#248;jes facet P24</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_19.02.01,19.02.01,"Indsamlingsvirksomhed til arkiver",1988-01-01,,B,P1800D,"","","",[[Category:NaN_KLE_Data]]
Emne_19.02.02,19.02.02,"Registrering af arkivalier",1988-01-01,,B,P1800D,"","","",[[Category:NaN_KLE_Data]]
Emne_19.02.03,19.02.03,"Konservering af arkivalier",1988-01-01,2004-02-01,B,P1800D,"","","",[[Category:NaN_KLE_Data]]
Emne_19.02.04,19.02.04,"Undersøgelsesvirksomhed arkiver",1988-01-01,2004-02-01,B,P1800D,"","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Her journaliseres sager, der vedr&#248;rer arkivernes unders&#248;gelsesvirksomhed.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_19.02.06,19.02.06,"Samlinger arkiver",2004-02-01,2005-02-01,B,P1800D,"","Ophavsretsloven_A20140114429","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Her journaliseres sager, der vedr&#248;rer arkivernes samlinger, fx sager om:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>retningslinjer for anvendelse af samlinger</li>
								<li>retningslinjer for anvendelse af indscannede fotos</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_19.02.09,19.02.09,"Arkivforedrag",1988-01-01,2003-08-01,B,P1800D,"","","",[[Category:NaN_KLE_Data]]
Emne_19.02.10,19.02.10,"Udstillingsvirksomhed på arkiver",1988-01-01,,B,P1800D,"","","",[[Category:NaN_KLE_Data]]
Emne_19.02.11,19.02.11,"Omvisninger/besøg på arkiver",1988-01-01,,B,P1800D,"","","",[[Category:NaN_KLE_Data]]
Emne_19.02.12,19.02.12,"Arkivpublikationer og formidlingsvirksomhed",1988-01-01,2006-12-01,B,P1800D,"","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Her journaliseres sager om arkivpublikationer og formidlingsvirksomhed generelt. Fx.:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>artikler</li>
								<li>kronikker</li>
								<li>lokalhistorisk leksikon</li>
								<li>internetpublikationer</li>
								<li>film</li>
							</ul>
						</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Bem&#230;rk at der er selvst&#230;ndige emner/nr til arkivforedrag (19.02.09), udstillingsvirksomhed (19.02.10) og omvisninger (19.02.11).</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_19.02.15,19.02.15,"Indlåns- og udlånsvirksomhed",1988-01-01,,B,P1800D,"","","",[[Category:NaN_KLE_Data]]
Emne_19.02.17,19.02.17,"Tilgængelighed til offentlige arkivalier",2004-02-01,2014-11-01,B,P1800D,"","Arkivloven_A20070103529_P22-29","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Her journaliseres sager om tilg&#230;ngelighed til offentlige arkivalier efter arkivlovens kap. 6</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_19.02.18,19.02.18,"Adgang til ikke umiddelbart tilgængelige arkivalier",2014-11-01,,B,P1800D,"","Arkivloven_A20070103529_P30-39","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Emnet d&#230;kker sager om adgang til ikke umiddelbart tilg&#230;ngelige arkivalier. </li>
								<li>Konkrete ans&#248;gninger tilf&#248;jes G01.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_19.02.19,19.02.19,"Indsigt i arkivalier med personoplysninger",2004-02-01,,B,P1800D,"","Arkivloven_A20070103529_P42","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Her journaliseres sager om indsigt i arkivalier med personoplysninger efter kap. 9 i arkivloven.</li>
								<li>Konkrete anmodninger om indsigt tilf&#248;jes facet A53.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_19.03.00,19.03.00,"Museer i almindelighed",1988-01-01,,B,P1800D,"","Museumsbekendtgørelsen_B20130046105_P3","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet d&#230;kker bl.a. sager om:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Arbejdsplaner for museer - tilf&#248;jes facet P15</li>
								<li>Vedt&#230;gter for museer - tilf&#248;jes facet P24</li>
								<li>&#197;rsberetninger - tilf&#248;jes facet K07.</li>
								<li>Kommunale tilskud til museer- tilf&#248;jes facet S49.</li>
								<li>Private tilskud til kommunale museer - tilf&#248;jes facet &#216;34.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_19.03.01,19.03.01,"Indsamlingsvirksomhed - museer",1988-01-01,2013-08-01,B,P1800D,"","","",[[Category:NaN_KLE_Data]]
Emne_19.03.02,19.03.02,"Registrering af genstande",1988-01-01,,B,P1800D,"","","",[[Category:NaN_KLE_Data]]
Emne_19.03.03,19.03.03,"Bevaring og konservering af genstande",1988-01-01,2013-08-01,B,P1800D,"","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet d&#230;kker sager om bevaring og konservering af genstande, fx:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>bevaringsplaner</li>
								<li>tilstandsrapporter</li>
								<li>restaurings- og konserveringsrapporter</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_19.03.04,19.03.04,"Samlinger og erhvervelser - museer",1988-01-01,2013-08-01,B,P1800D,"","","",[[Category:NaN_KLE_Data]]
Emne_19.03.06,19.03.06,"Arkæologisk virksomhed",2009-02-01,,B,P1800D,"","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Emnet er til sager omkring ark&#230;ologisk virksomhed, der ikke er omfattet af kapitel 8 i museumsloven.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_19.03.08,19.03.08,"Antikvarisk arbejde",2009-02-01,,B,P1800D,"","","",[[Category:NaN_KLE_Data]]
Emne_19.03.10,19.03.10,"Udstillinger i museer",1988-01-01,2013-08-01,B,P1800D,"","","",[[Category:NaN_KLE_Data]]
Emne_19.03.11,19.03.11,"Formidling - museer",1988-01-01,2013-08-01,B,P1800D,"","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Emnet d&#230;kker bl.a. sager om formidling, fx i form af omvisninger, faglige foresp&#248;rgsler, foredrag, arrangementer, publikationer.</li>
								<li>Udstillinger i museer placeres under 19.03.10.</li>
								<li>Skoletjenesten har selvst&#230;ndigt emne under 20.30.00 'Skoletjeneste i almindelighed'.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_19.03.12,19.03.12,"Publikationer udgået",1988-01-01,,B,,"","","",[[Category:NaN_KLE_Data]]
Emne_19.03.15,19.03.15,"Ind- og udlånsvirksomhed",1988-01-01,,B,P1800D,"","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Emnet d&#230;kker bl.a. sager om ind- og udl&#229;n af kunstgenstande.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_19.03.17,19.03.17,"Sikring af kultur- og naturarven ifm. den fysiske planlægning mv.",2004-02-01,,B,P1800D,"","Bekendtgørelse af museumsloven_A20140035829_Kap8","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet d&#230;kker sager om sikring af kultur- og naturarven i forbindelse med den fysiske planl&#230;gning og forberedelse af jordarbejder. Fx sager om:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>ark&#230;ologiske og naturhistoriske unders&#248;gelsesopgaver i tilknytning hertil.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_19.03.20,19.03.20,"Private museer udgået",1988-01-01,,B,,"","","",[[Category:NaN_KLE_Data]]
Emne_19.03.22,19.03.22,"Lokale museumsråd opbygning af",2008-08-01,,B,P1800D,"","Bekendtgørelse af museumsloven_A20140035829_P18","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">En kommune eller flere kommuner i forening kan neds&#230;tte et lokalt museumsr&#229;d, der har til opgave at samordne og fremme museumsarbejdet i lokalomr&#229;det. Emnet d&#230;kker bl.a. sager om:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>det lokale museumsr&#229;ds opbygning og organisering - tilf&#248;jes facet A30</li>
								<li>m&#248;dereferater - tilf&#248;jes facet P35.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_19.03.25,19.03.25,"Lokale kulturmiljøråd",2008-08-01,2013-08-01,B,P1800D,"","Bekendtgørelse af museumsloven_A20140035829_P23a","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">En kommune eller flere kommuner i forening kan neds&#230;tte et lokalt kulturmilj&#248;r&#229;d, hvis opgave er at r&#229;dgive offentlige myndigheder med henblik p&#229; at underst&#248;tte de kulturhistoriske og bygningskulturelle v&#230;rdier i den fysiske planl&#230;gning i lokalomr&#229;det. Emnet d&#230;kker bl.a. sager om:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>det lokale kulturmilj&#248;r&#229;ds opbygning og organisering - tilf&#248;jes facet A30.</li>
								<li>m&#248;dereferater fra m&#248;der i kulturmilj&#248;r&#229;det - tilf&#248;jes facet P35.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_19.03.30,19.03.30,"Forskning ved museer",2013-08-01,,B,P1800D,"","Lov om forskning ved arkiver biblioteker museer m.v._A19960022430","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Her journaliseres bl.a. sager om forskningsprojekter og forskningspublikationer knyttet til museer.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_19.03.36,19.03.36,"Museets bestyrelse",2013-08-01,,B,P1800D,"","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet d&#230;kker sager vedr&#248;rende museets bestyrelse. Fx:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>medlemmer</li>
								<li>konstituering</li>
								<li>m&#248;der og m&#248;dereferater.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_19.03.44,19.03.44,"Museumsbutik og -café",2013-08-01,,B,P1800D,"","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">D&#230;kker sager om museumsbutikken, fx sager om:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>indretning</li>
								<li>drift</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_20.00.00,20.00.00,"Kulturvirksomhed i almindelighed",1988-01-01,2013-08-01,B,P1800D,"FolkeskolenDelplan","Bekendtgørelse af udlændingeloven_A20140102129_P9c,Bekendtgørelse af udlændingeloven_A20140102129_P9c,LBK om litteratur_A20140003129_P6a","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Her journaliseres bl.a. sager om kulturvirksomhed, der ikke er d&#230;kket af emner i hovedgruppen. Derudover journaliseres sager om:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>neds&#230;ttelse af lokale kulturr&#229;d</li>
								<li>samarbejde med lokale Landsbyr&#229;d, fx m&#248;dereferater med facet P35, organisering og vedt&#230;gter med facet A08.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_20.01.00,20.01.00,"Teatervirksomhed i almindelighed",1988-01-01,,B,P1800D,"FolkeskolenDelplan","","",[[Category:NaN_KLE_Data]]
Emne_20.01.01,20.01.01,"Det lokale teater/teaterforeninger",1988-01-01,,B,P1800D,"","","",[[Category:NaN_KLE_Data]]
Emne_20.01.02,20.01.02,"Egnsteater",1988-01-01,,B,P1800D,"","Lov om ændring af lov om scenekunst_A20140045830,LBK om scenekunst_A20140003029_P15-15d,BEK om egnsteatre_B20140075905","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Staten yder refusion af op til 50 pct. af kommunernes driftstilskud til egnsteatre, som kommunerne har indg&#229;et egnsteateraftaler med, og som kan godkendes som professionelt producerende teatre efter egnsteaterlovens &#167; 15.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_20.01.05,20.01.05,"Børneteater/opsøgende teater",1988-01-01,,B,P1800D,"","LBK om scenekunst_A20140003029_P25,BEK om statsrefusion af kommuners udgifter ved køb af refusionsgodkendte forestillinger af børneteater og opsøgende teater_B20140113305","",[[Category:NaN_KLE_Data]]
Emne_20.01.06,20.01.06,"Amatørteatre",1988-01-01,,B,P1800D,"","LBK om scenekunst_A20140003029_P27","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Emnet d&#230;kker sager om kommunal st&#248;tte til amat&#248;rteatre</li>
								<li>Sager om konkrete tilskud tilf&#248;jes facet &#216;40</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_20.01.07,20.01.07,"Skoleteatre",1988-01-01,,B,P1800D,"","","",[[Category:NaN_KLE_Data]]
Emne_20.01.08,20.01.08,"Landsdelsscene udgået",1991-01-01,,B,P1800D,"","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""> Emnet udg&#229;r feb 2013. Sager om udpegning af bestyrelsesmedlemmer til landsdelsscenernes bestyrelser journaliseres under emne nr. 20.01.00 ""Teatervirksomhed i almindelighed""</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_20.01.09,20.01.09,"Det Københavnske Teatersamarbejde",1997-01-01,2012-11-01,B,P1800D,"","LBK om scenekunst_A20140003029_P14,BEK om Det Københavnske Teatersamarbejde_B20140113005","",[[Category:NaN_KLE_Data]]
Emne_20.01.10,20.01.10,"Små storbyteatre",1997-01-01,,B,P1800D,"","LBK om scenekunst_A20140003029_P16a-16b","",[[Category:NaN_KLE_Data]]
Emne_20.01.15,20.01.15,"Teaterabonnementsordning udgået",1997-01-01,,B,P1800D,"","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet udg&#229;r i feb 2013</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_20.02.00,20.02.00,"Biografer/film mv. i almindelighed",1988-01-01,,K,P1800D,"FolkeskolenDelplan","","",[[Category:NaN_KLE_Data]]
Emne_20.02.01,20.02.01,"Filmforevisning/-arrangementer",1988-01-01,,K,P1800D,"","","",[[Category:NaN_KLE_Data]]
Emne_20.02.02,20.02.02,"Filmklubber",1988-01-01,,K,P1800D,"","","",[[Category:NaN_KLE_Data]]
Emne_20.02.03,20.02.03,"Biografvirksomhed",1988-01-01,,K,P1800D,"","","",[[Category:NaN_KLE_Data]]
Emne_20.02.05,20.02.05,"Filmproduktion",1992-01-01,2003-02-01,K,P1800D,"","","",[[Category:NaN_KLE_Data]]
Emne_20.02.06,20.02.06,"Filmudlejning",1997-01-01,,K,P1800D,"","","",[[Category:NaN_KLE_Data]]
Emne_20.03.00,20.03.00,"Musikvirksomhed (ud over musikskole) i almindelighed",1988-01-01,,K,P1800D,"FolkeskolenDelplan","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet d&#230;kker bl.a. sager om:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>musikudvalgets vedt&#230;gter - tilf&#248;jes facet P24</li>
								<li>organisering og neds&#230;ttelse af musikudvalg - tilf&#248;jes facet A30</li>
								<li>virksomhedsplaner - tilf&#248;jes facet P16</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_20.03.01,20.03.01,"Koncerter/musikforeninger",1988-01-01,,K,P1800D,"","LBK om musik_A20140003229_P3","",[[Category:NaN_KLE_Data]]
Emne_20.03.02,20.03.02,"Orkestre og kor",1988-01-01,,K,P1800D,"","LBK om musik_A20140003229_P3","",[[Category:NaN_KLE_Data]]
Emne_20.03.03,20.03.03,"Skoleorkestre udgået",1988-01-01,,K,,"","","",[[Category:NaN_KLE_Data]]
Emne_20.03.04,20.03.04,"Byorkestre udgået",1988-01-01,,K,,"","","",[[Category:NaN_KLE_Data]]
Emne_20.03.05,20.03.05,"Landsdelsorkestre",1991-01-01,,K,P1800D,"","LBK om musik_A20140003229_P4-6","",[[Category:NaN_KLE_Data]]
Emne_20.03.10,20.03.10,"Udgivelse/produktion mv. af musik",1991-01-01,,K,P1800D,"","","",[[Category:NaN_KLE_Data]]
Emne_20.03.12,20.03.12,"Regionale spillesteder",2004-08-01,,K,P1800D,"","","",[[Category:NaN_KLE_Data]]
Emne_20.03.14,20.03.14,"Honorarstøtte til musikvirksomhed",2004-08-01,,K,P1800D,"","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Sager hvor der afs&#230;ttes en &#229;rlig pulje til honorarst&#248;tte til musikvirksomhed journaliseres med facet S49</li>
								<li>Konkrete ans&#248;gninger om honorarst&#248;tte journaliseres med facet &#216;40</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_20.03.20,20.03.20,"Lokale musikudvalg opbygning af",2008-08-01,,K,P1800D,"","LBK om musik_A20140003229_P2","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>En kommune eller flere kommuner i forening kan neds&#230;tte lokale musikudvalg, der skal virke til fremme af musiklivet i kommunen og skal herunder medvirke til at samordne den musikalske virksomhed i omr&#229;det.</li>
								<li>Emnet her er til bl.a. til sager om opbygning og organisering af de lokale musikudvalg.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_20.04.00,20.04.00,"Kunstvirksomhed i almindelighed",1988-01-01,,K,P1800D,"FolkeskolenDelplan","","",[[Category:NaN_KLE_Data]]
Emne_20.04.01,20.04.01,"Kunstudstillinger og ophæng",1988-01-01,,K,P1800D,"","BEK om kunst i det offentlige rum_B20130059205_P8","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet d&#230;kker bl.a. sager om:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>st&#248;tte til billedkunstneriske projekter</li>
								<li>ans&#248;gning af fondsmidler til billedkunst i det offentlige rum - tilf&#248;jes facet &#216;34.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_20.04.02,20.04.02,"Monumenter mindesmærker og statuer",1988-01-01,,K,P1800D,"","BEK om kunst i det offentlige rum_B20130059205_P8","",[[Category:NaN_KLE_Data]]
Emne_20.04.03,20.04.03,"Offentlige samlinger",1988-01-01,,K,P1800D,"","","",[[Category:NaN_KLE_Data]]
Emne_20.04.04,20.04.04,"Private samlinger",1988-01-01,,K,P1800D,"","","",[[Category:NaN_KLE_Data]]
Emne_20.04.05,20.04.05,"Udlån fra Statens Kunstfond",1988-01-01,,K,P1800D,"","","",[[Category:NaN_KLE_Data]]
Emne_20.04.10,20.04.10,"Lokale billedkunstråd opbygning af",2008-08-01,,K,P1800D,"","Lov om billedkunst og kunstnerisk formgivning_A20130045730_P5","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>En kommune eller flere kommuner i forening kan neds&#230;tte et lokalt billedkunstr&#229;d til fremme af billedkunsten i lokalomr&#229;det. De n&#230;rmere regler for de lokale billedkunstr&#229;ds sammens&#230;tning og virksomhed fasts&#230;ttes af kommunalbestyrelserne.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_20.05.00,20.05.00,"Lokal tv og radio i almindelighed",1988-01-01,2004-02-01,K,P1800D,"FolkeskolenDelplan","","",[[Category:NaN_KLE_Data]]
Emne_20.05.01,20.05.01,"Sendetilladelser",1988-01-01,2004-02-01,K,P1800D,"","","",[[Category:NaN_KLE_Data]]
Emne_20.05.10,20.05.10,"Udøvelse af programvirksomhed",1988-01-01,2004-02-01,K,P1800D,"","","",[[Category:NaN_KLE_Data]]
Emne_20.05.15,20.05.15,"Reklamer",1994-01-01,2004-02-01,K,P1800D,"","","",[[Category:NaN_KLE_Data]]
Emne_20.05.16,20.05.16,"Tilskud/sponsorering af programmer",1994-01-01,2004-02-01,K,P1800D,"","","",[[Category:NaN_KLE_Data]]
Emne_20.07.00,20.07.00,"Musikskoler i almindelighed",1988-01-01,,B,P1800D,"FolkeskolenDelplan","","",[[Category:NaN_KLE_Data]]
Emne_20.07.01,20.07.01,"Rammer for musikskoler",1988-01-01,2013-11-01,B,P1800D,"FolkeskolenDelplan","LBK om musik_A20140003229_P3b,BEK om musikskoler_B20130067305_P3,BEK om musikskoler_B20130067305_P9-10","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Emnet d&#230;kker sager om rammer for musikskolen, bortset fra musikskolens budget og regnskab (se 00.30.12 og 00.32.13).</li>
								<li>Rammer er fx vedt&#230;gter, kommunalbestyrelsens godkendelse og tilsyn. Politikker og planer.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_20.07.02,20.07.02,"Sæsontilrettelæggelse på musikskoler",1988-01-01,2013-05-01,B,P1800D,"FolkeskolenDelplan","","",[[Category:NaN_KLE_Data]]
